method,seed,phase,tau,records,direct_path_rate,relay_path_rate,any_information_path_rate,valid_target_information_rate,task_support_rate,attack_window_rate,cache_mean_age,path_switch_rate,timeout_rate,collision_rate
utr_sg,2702,0-0.25M,20,963,0.0020768431983385254,0.7206645898234684,0.7227414330218068,0.7227414330218068,0.0,0.0,35.884389061959155,0.004153686396677051,0.0,0.0
utr_sg,2702,0-0.25M,60,961,0.009365244536940686,0.48595213319458896,0.4953173777315297,0.4953173777315297,0.009365244536940686,0.015608740894901144,72.86264308012487,0.06867845993756504,0.0,0.0
utr_sg,2702,0.25-0.50M,0,964,0.14107883817427386,0.7085062240663901,0.8495850622406639,0.8495850622406639,0.2033195020746888,0.3506224066390041,8.11549100968188,0.1887966804979253,0.0,0.0
utr_sg,2702,0.25-0.50M,20,961,0.11758584807492195,0.8116545265348595,0.9292403746097815,0.9292403746097815,0.0967741935483871,0.13215400624349635,22.938952480055498,0.02497398543184183,0.0,0.0
utr_sg,2702,0.25-0.50M,60,963,0.1142263759086189,0.6832814122533749,0.7975077881619937,0.7975077881619937,0.12461059190031153,0.14330218068535824,38.22152994115611,0.06749740394600208,0.0,0.0
utr_sg,2702,0.50-0.75M,0,968,0.29958677685950413,0.606404958677686,0.90599173553719,0.90599173553719,0.3047520661157025,0.47107438016528924,7.965909090909091,0.1621900826446281,0.0,0.0
utr_sg,2702,0.50-0.75M,20,968,0.2944214876033058,0.6487603305785123,0.9431818181818182,0.9431818181818182,0.1446280991735537,0.1890495867768595,22.94042699724518,0.08367768595041322,0.0,0.0
utr_sg,2702,0.50-0.75M,60,962,0.2494802494802495,0.5945945945945946,0.8440748440748441,0.8440748440748441,0.28482328482328484,0.316008316008316,35.88357588357589,0.12681912681912683,0.0,0.0
utr_sg,2702,0.75-1.00M,0,975,0.39384615384615385,0.5312820512820513,0.9251282051282051,0.9251282051282051,0.38051282051282054,0.46153846153846156,5.12991452991453,0.1476923076923077,0.0,0.0010256410256410256
utr_sg,2702,0.75-1.00M,20,969,0.3323013415892673,0.6388028895768834,0.9711042311661506,0.9711042311661506,0.18988648090815274,0.22910216718266255,16.693842449260405,0.07120743034055728,0.0,0.0
utr_sg,2702,0.75-1.00M,60,965,0.35129533678756475,0.5544041450777202,0.9056994818652849,0.9056994818652849,0.3616580310880829,0.3761658031088083,23.620034542314333,0.10466321243523316,0.0,0.0
utr_sg,2703,0-0.25M,0,964,0.008298755186721992,0.4782157676348548,0.48651452282157676,0.48651452282157676,0.007261410788381743,0.04045643153526971,11.660096818810512,0.5176348547717843,0.0,0.0
utr_sg,2703,0-0.25M,20,963,0.0,0.49117341640706125,0.49117341640706125,0.49117341640706125,0.0,0.0,27.508480443059884,0.0,0.0,0.0
utr_sg,2703,0-0.25M,60,961,0.004162330905306972,0.5213319458896982,0.5254942767950052,0.5254942767950052,0.005202913631633715,0.005202913631633715,44.40756156781131,0.045785639958376693,0.0,0.0
utr_sg,2703,0.25-0.50M,0,960,0.0,0.5072916666666667,0.5072916666666667,0.5072916666666667,0.0,0.0,6.988888888888889,0.49270833333333336,0.0,0.0
utr_sg,2703,0.25-0.50M,20,961,0.0,0.5119667013527576,0.5119667013527576,0.5119667013527576,0.0,0.0,21.856052722858134,0.001040582726326743,0.0,0.0
utr_sg,2703,0.25-0.50M,60,963,0.029075804776739357,0.7798546209761164,0.8089304257528557,0.8089304257528557,0.029075804776739357,0.029075804776739357,20.088265835929388,0.04257528556593977,0.0,0.0
utr_sg,2703,0.50-0.75M,0,964,0.0,0.5062240663900415,0.5062240663900415,0.5062240663900415,0.0,0.0,7.367911479944675,0.49377593360995853,0.0,0.0
utr_sg,2703,0.50-0.75M,20,964,0.0,0.5383817427385892,0.5383817427385892,0.5383817427385892,0.0,0.0,22.638658367911482,0.0031120331950207467,0.0,0.0
utr_sg,2703,0.50-0.75M,60,963,0.035306334371754934,0.7975077881619937,0.8328141225337488,0.8328141225337488,0.04361370716510903,0.0446521287642783,18.42956040152302,0.0446521287642783,0.0,0.0
utr_sg,2703,0.75-1.00M,0,964,0.0,0.48132780082987553,0.48132780082987553,0.48132780082987553,0.0,0.0,4.6929460580912865,0.5186721991701245,0.0,0.0
utr_sg,2703,0.75-1.00M,20,964,0.0,0.487551867219917,0.487551867219917,0.487551867219917,0.0,0.0,17.475103734439834,0.0031120331950207467,0.0,0.0
utr_sg,2703,0.75-1.00M,60,963,0.08515057113187954,0.7497403946002077,0.8348909657320872,0.8348909657320872,0.1111111111111111,0.11214953271028037,22.911734164070612,0.058151609553478714,0.0,0.0
