cohort,method,seed,bin_id,update_start,update_end,environment_steps_million_end,metric,mean_value
formal_2301_2305,utr_sg,2301,46,23001,23500,6.016,entropy,1.6326291954517365
formal_2301_2305,utr_sg,2301,46,23001,23500,6.016,approx_kl,0.0016485838482558372
formal_2301_2305,utr_sg,2301,46,23001,23500,6.016,policy_loss,-0.0027570704533197007
formal_2301_2305,utr_sg,2301,46,23001,23500,6.016,value_loss,0.6791870566224679
formal_2301_2305,utr_sg,2301,46,23001,23500,6.016,grad_norm,5.796756287544966
formal_2301_2305,utr_sg,2301,47,23501,24000,6.144,train_avg_reward,0.2813093663752079
formal_2301_2305,utr_sg,2301,47,23501,24000,6.144,entropy,1.6452630439996718
formal_2301_2305,utr_sg,2301,47,23501,24000,6.144,approx_kl,0.0014910983743923953
formal_2301_2305,utr_sg,2301,47,23501,24000,6.144,policy_loss,-0.0027581272787835904
formal_2301_2305,utr_sg,2301,47,23501,24000,6.144,value_loss,0.7040719647184014
formal_2301_2305,utr_sg,2301,47,23501,24000,6.144,grad_norm,6.000313295155764
formal_2301_2305,utr_sg,2301,48,24001,24500,6.272,train_avg_reward,0.2831720914542675
formal_2301_2305,utr_sg,2301,48,24001,24500,6.272,entropy,1.618113133907318
formal_2301_2305,utr_sg,2301,48,24001,24500,6.272,approx_kl,0.0015576913989904493
formal_2301_2305,utr_sg,2301,48,24001,24500,6.272,policy_loss,-0.0026705139409985866
formal_2301_2305,utr_sg,2301,48,24001,24500,6.272,value_loss,0.6221413297485561
formal_2301_2305,utr_sg,2301,48,24001,24500,6.272,grad_norm,5.842304965019226
formal_2301_2305,utr_sg,2301,49,24501,25000,6.4,train_avg_reward,0.2691577505990863
formal_2301_2305,utr_sg,2301,49,24501,25000,6.4,entropy,1.5959544690847396
formal_2301_2305,utr_sg,2301,49,24501,25000,6.4,approx_kl,0.0016900768621077656
formal_2301_2305,utr_sg,2301,49,24501,25000,6.4,policy_loss,-0.002980340264414429
formal_2301_2305,utr_sg,2301,49,24501,25000,6.4,value_loss,0.5878068288676441
formal_2301_2305,utr_sg,2301,49,24501,25000,6.4,grad_norm,5.815145083144307
formal_2301_2305,utr_sg,2301,50,25001,25500,6.528,train_avg_reward,0.27208495628088714
formal_2301_2305,utr_sg,2301,50,25001,25500,6.528,entropy,1.656984342455864
formal_2301_2305,utr_sg,2301,50,25001,25500,6.528,approx_kl,0.0016171693512360404
formal_2301_2305,utr_sg,2301,50,25001,25500,6.528,policy_loss,-0.0026944626359824537
formal_2301_2305,utr_sg,2301,50,25001,25500,6.528,value_loss,0.7023223650995642
formal_2301_2305,utr_sg,2301,50,25001,25500,6.528,grad_norm,6.366246976017952
