episode,seed,success,chain_closed,collision,timeout,steps,perception_attention_mass_mean,perception_attention_mass_during_failure,perception_edge_density_mean,communication_attention_mass_mean,communication_attention_mass_during_failure,communication_edge_density_mean,task_support_attention_mass_mean,task_support_attention_mass_during_failure,task_support_edge_density_mean,global_attention_mass_mean,global_attention_mass_during_failure,global_edge_density_mean,task_support_active_rate,communication_active_rate,perception_active_rate
10,140010,1.0,1.0,0.0,0.0,66.0,0.1422386530673865,0.2191819034162022,0.04924242424242424,0.75,0.75,0.29450757575757575,0.08053055439483035,0.12148416947041239,0.030303030303030304,0.7462016901735103,0.7440312274155163,0.34375,0.4696969696969697,1.0,0.6515151515151515
11,140011,1.0,1.0,0.0,0.0,64.0,0.17264528364723594,0.2671216413652606,0.060546875,0.7500000009313226,0.75,0.3095703125,0.09249262767843902,0.1372095163911581,0.03515625,0.7460429463535547,0.7436687141656876,0.3701171875,0.53125,1.0,0.65625
12,140012,1.0,1.0,0.0,0.0,63.0,0.1667234004492903,0.26465431176746673,0.05853174603174603,0.7500000009461055,0.75,0.2986111111111111,0.06227731964890919,0.09501348665127388,0.023809523809523808,0.7450358451358856,0.7419809806041229,0.35714285714285715,0.36507936507936506,1.0,0.6349206349206349
13,140013,0.0,0.0,0.0,1.0,260.0,0.03826590834144941,0.1197962986431879,0.013461538461538462,0.7500000002292486,0.750000000745058,0.23365384615384616,0.02757276457089644,0.07604578351601958,0.014182692307692308,0.7452444639790887,0.7345445086770963,0.24711538461538463,0.22692307692307692,1.0,0.15
14,140014,1.0,1.0,0.0,0.0,66.0,0.16803635701988684,0.25536428072622847,0.058712121212121215,0.7500000018062014,0.75,0.2935606060606061,0.072493507780812,0.10882496869280225,0.027462121212121212,0.7443868325966777,0.7411793069470496,0.3522727272727273,0.42424242424242425,1.0,0.6666666666666666
15,140015,0.0,0.0,0.0,1.0,260.0,0.08940348510558789,0.14655745439231396,0.03221153846153846,0.7499999999426878,0.75,0.24086538461538462,0.0427764525780311,0.10058286525309086,0.018509615384615385,0.7500000006877459,0.750000000745058,0.27307692307692305,0.27692307692307694,1.0,0.47692307692307695
16,140016,0.0,0.0,0.0,1.0,260.0,0.09052734094170424,0.14173556994646788,0.032692307692307694,0.7499999999426878,0.75,0.24375,0.04683837704360485,0.10007665185257793,0.020673076923076922,0.7499999997134392,0.7499999998137354,0.2764423076923077,0.31153846153846154,1.0,0.49615384615384617
17,140017,0.0,0.0,0.0,1.0,260.0,0.09973166877577934,0.17144449018973368,0.036057692307692304,0.7500000001719365,0.75,0.2456730769230769,0.05199086946936754,0.11481341011822224,0.02283653846153846,0.75,0.75,0.28173076923076923,0.3384615384615385,1.0,0.49615384615384617
18,140018,1.0,1.0,0.0,0.0,64.0,0.15396628342568874,0.24179659485816957,0.0537109375,0.7500000004656613,0.7500000014901161,0.3056640625,0.06871127604972571,0.10784831047058105,0.025390625,0.7451815214008093,0.742290435731411,0.359375,0.40625,1.0,0.640625
19,140019,0.0,0.0,0.0,1.0,260.0,0.09381814163464766,0.1632373606786132,0.03389423076923077,0.7500000006877459,0.750000000745058,0.24471153846153845,0.042681694640447986,0.09010190619155764,0.019471153846153846,0.7491341993785822,0.7471861474215984,0.27860576923076924,0.27692307692307694,1.0,0.47307692307692306
