method,train_seed,cell,episode_id,eval_seed,checkpoint_path,checkpoint_sha256,checkpoint_update,protocol_tag,implementation_tag,preflight_lock_tag,steps,failure_start_step,failure_exposed,success,collision,post_failure_chain_recovered,recovery_window_start_step,recovery_event_time,censor_time,recovery_observed,reward
mappo,2,G1,18,1208625,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,58.0,25.0,1.0,1.0,0.0,1.0,55.0,30.0,-1.0,1.0,31.154945962131023
mappo,2,G1,27,1208634,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,49.0,25.0,1.0,1.0,0.0,1.0,46.0,21.0,-1.0,1.0,30.280942112207413
mappo,2,G1,31,1208638,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,49.0,25.0,1.0,1.0,0.0,1.0,46.0,21.0,-1.0,1.0,30.709509521722794
mappo,2,G1,29,1208636,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,51.0,25.0,1.0,1.0,0.0,1.0,48.0,23.0,-1.0,1.0,30.66509209573269
mappo,2,G1,26,1208633,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,31.444417491555214
mappo,2,G1,28,1208635,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,31.50010548532009
mappo,2,G1,24,1208631,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,53.0,25.0,1.0,1.0,0.0,1.0,50.0,25.0,-1.0,1.0,31.419104367494583
mappo,2,G1,25,1208632,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,55.0,25.0,1.0,1.0,0.0,1.0,52.0,27.0,-1.0,1.0,30.5144165456295
mappo,2,G1,30,1208637,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,58.0,25.0,1.0,1.0,0.0,1.0,55.0,30.0,-1.0,1.0,32.456682935357094
mappo,2,G1,36,1208643,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,49.0,25.0,1.0,1.0,0.0,1.0,46.0,21.0,-1.0,1.0,30.815448433160782
mappo,2,G1,33,1208640,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,50.0,25.0,1.0,1.0,0.0,1.0,47.0,22.0,-1.0,1.0,31.342115446925163
mappo,2,G1,35,1208642,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,50.0,25.0,1.0,1.0,0.0,1.0,47.0,22.0,-1.0,1.0,30.882029950618744
mappo,2,G1,32,1208639,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,51.0,25.0,1.0,1.0,0.0,1.0,48.0,23.0,-1.0,1.0,30.85092906653881
mappo,2,G1,39,1208646,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,30.833936467766762
mappo,2,G1,34,1208641,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,54.0,25.0,1.0,1.0,0.0,1.0,51.0,26.0,-1.0,1.0,31.369543477892876
mappo,2,G1,37,1208644,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,54.0,25.0,1.0,1.0,0.0,1.0,51.0,26.0,-1.0,1.0,30.887708246707916
mappo,2,G1,38,1208645,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,60.0,25.0,1.0,1.0,0.0,1.0,57.0,32.0,-1.0,1.0,31.357095658779144
mappo,2,G1,45,1208652,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,49.0,25.0,1.0,1.0,0.0,1.0,46.0,21.0,-1.0,1.0,31.13236801326275
mappo,2,G1,40,1208647,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,51.0,25.0,1.0,1.0,0.0,1.0,48.0,23.0,-1.0,1.0,30.803130999207497
mappo,2,G1,41,1208648,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,31.194816946983337
mappo,2,G1,42,1208649,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,30.926791489124298
mappo,2,G1,44,1208651,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,31.117850065231323
mappo,2,G1,46,1208653,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,53.0,25.0,1.0,1.0,0.0,1.0,50.0,25.0,-1.0,1.0,31.58407524228096
mappo,2,G1,47,1208654,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,53.0,25.0,1.0,1.0,0.0,1.0,50.0,25.0,-1.0,1.0,30.981509536504745
mappo,2,G1,43,1208650,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,63.0,25.0,1.0,1.0,0.0,1.0,60.0,35.0,-1.0,1.0,30.69347173674032
mappo,2,G1,49,1208656,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,49.0,25.0,1.0,1.0,0.0,1.0,46.0,21.0,-1.0,1.0,31.35859477519989
mappo,2,G1,50,1208657,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,49.0,25.0,1.0,1.0,0.0,1.0,46.0,21.0,-1.0,1.0,30.86833867430687
mappo,2,G1,48,1208655,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,30.62773399055004
mappo,2,G1,52,1208659,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,53.0,25.0,1.0,1.0,0.0,1.0,50.0,25.0,-1.0,1.0,31.61736612021923
mappo,2,G1,54,1208661,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,55.0,25.0,1.0,1.0,0.0,1.0,52.0,27.0,-1.0,1.0,31.8851258456707
mappo,2,G1,55,1208662,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,56.0,25.0,1.0,1.0,0.0,1.0,53.0,28.0,-1.0,1.0,31.61897884309292
mappo,2,G1,53,1208660,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,59.0,25.0,1.0,1.0,0.0,1.0,56.0,31.0,-1.0,1.0,31.259150825440884
mappo,2,G1,51,1208658,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,61.0,25.0,1.0,1.0,0.0,1.0,58.0,33.0,-1.0,1.0,31.152101550251245
mappo,2,G1,62,1208669,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,50.0,25.0,1.0,1.0,0.0,1.0,47.0,22.0,-1.0,1.0,31.632124841213226
mappo,2,G1,63,1208670,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,51.0,25.0,1.0,1.0,0.0,1.0,48.0,23.0,-1.0,1.0,30.64461649954319
mappo,2,G1,57,1208664,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,32.52745124697685
mappo,2,G1,58,1208665,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,31.399118319153786
mappo,2,G1,59,1208666,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,29.754926830530167
mappo,2,G1,56,1208663,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,53.0,25.0,1.0,1.0,0.0,1.0,50.0,25.0,-1.0,1.0,31.15775664150715
mappo,2,G1,60,1208667,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,54.0,25.0,1.0,1.0,0.0,1.0,51.0,26.0,-1.0,1.0,31.1021016985178
mappo,2,G1,61,1208668,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,58.0,25.0,1.0,1.0,0.0,1.0,55.0,30.0,-1.0,1.0,30.988257125020027
mappo,2,G1,68,1208675,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,51.0,25.0,1.0,1.0,0.0,1.0,48.0,23.0,-1.0,1.0,31.60105812549591
mappo,2,G1,71,1208678,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,51.0,25.0,1.0,1.0,0.0,1.0,48.0,23.0,-1.0,1.0,31.16062393784523
mappo,2,G1,66,1208673,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,31.300214126706123
mappo,2,G1,67,1208674,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,31.252501010894775
mappo,2,G1,69,1208676,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,31.379282981157303
mappo,2,G1,70,1208677,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,31.125288173556328
mappo,2,G1,65,1208672,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,53.0,25.0,1.0,1.0,0.0,1.0,50.0,25.0,-1.0,1.0,31.11069242656231
mappo,2,G1,64,1208671,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,61.0,25.0,1.0,1.0,0.0,1.0,58.0,33.0,-1.0,1.0,31.598050302825868
mappo,2,G1,72,1208679,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,31.9451452344656
mappo,2,G1,75,1208682,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,52.0,25.0,1.0,1.0,0.0,1.0,49.0,24.0,-1.0,1.0,30.889107555150986
mappo,2,G1,74,1208681,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,53.0,25.0,1.0,1.0,0.0,1.0,50.0,25.0,-1.0,1.0,31.782593339681625
mappo,2,G1,76,1208683,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,53.0,25.0,1.0,1.0,0.0,1.0,50.0,25.0,-1.0,1.0,31.888137087225914
mappo,2,G1,77,1208684,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,53.0,25.0,1.0,1.0,0.0,1.0,50.0,25.0,-1.0,1.0,31.694910407066345
mappo,2,G1,79,1208686,D:\Code\Codex\ri_gmappo_uav_mappo_v1.5\results\paper_config_runs\formal_mappo_v1.5_ppo_977_20260806\ppo_seed2\actor_critic_update_0100.pt,21A242CFB4C20F7872603B3FA0A06EAC8817681D1E56E500884D5D19C4F6E6F9,100,p3a-ood-protocol-v1.1,p3a-ood-eval-impl-v1.1.3,p3a-ood-preflight-lock-v1.1,53.0,25.0,1.0,1.0,0.0,1.0,50.0,25.0,-1.0,1.0,31.590520679950714
