step,comm_radius,nodes,team_edges,enemy_edges,total_edges,min_range,max_range,nan_count,inf_count
94,2000.0,4,4,8,16,0.06096651032567024,0.6190750002861023,0,0
94,4000.0,4,4,8,16,0.06096651032567024,0.6190750002861023,0,0
94,8000.0,4,4,8,16,0.06096651032567024,0.6190750002861023,0,0
94,12000.0,4,4,8,16,0.06096651032567024,0.6190750002861023,0,0
95,2000.0,4,4,8,16,0.06028240919113159,0.6281733512878418,0,0
95,4000.0,4,4,8,16,0.06028240919113159,0.6281733512878418,0,0
95,8000.0,4,4,8,16,0.06028240919113159,0.6281733512878418,0,0
95,12000.0,4,4,8,16,0.06028240919113159,0.6281733512878418,0,0
96,2000.0,4,4,8,16,0.059600669890642166,0.637274980545044,0,0
96,4000.0,4,4,8,16,0.059600669890642166,0.637274980545044,0,0
96,8000.0,4,4,8,16,0.059600669890642166,0.637274980545044,0,0
96,12000.0,4,4,8,16,0.059600669890642166,0.637274980545044,0,0
97,2000.0,4,4,8,16,0.05892138183116913,0.6463797688484192,0,0
97,4000.0,4,4,8,16,0.05892138183116913,0.6463797688484192,0,0
97,8000.0,4,4,8,16,0.05892138183116913,0.6463797688484192,0,0
97,12000.0,4,4,8,16,0.05892138183116913,0.6463797688484192,0,0
98,2000.0,4,4,8,16,0.05824461206793785,0.655487596988678,0,0
98,4000.0,4,4,8,16,0.05824461206793785,0.655487596988678,0,0
98,8000.0,4,4,8,16,0.05824461206793785,0.655487596988678,0,0
98,12000.0,4,4,8,16,0.05824461206793785,0.655487596988678,0,0
99,2000.0,4,4,8,16,0.05757046490907669,0.6645982265472412,0,0
99,4000.0,4,4,8,16,0.05757046490907669,0.6645982265472412,0,0
99,8000.0,4,4,8,16,0.05757046490907669,0.6645982265472412,0,0
99,12000.0,4,4,8,16,0.05757046490907669,0.6645982265472412,0,0
