graph_encoder,train_seed,episode,rollout_seed,step,node_failure_active,success,timeout,chain_closed,tracking_rate,attack_window_rate,comm_connectivity,mean_message_age,mean_range,blue0_x,blue0_y,blue0_z,blue1_x,blue1_y,blue1_z,blue2_x,blue2_y,blue2_z,red0_x,red0_y,red0_z
multi_relation,0,0,91000,28,0,0,0,0,0.333333,0,1,0,12700.9,-7275.1,-4586.58,4935.76,-9893.74,-183.243,5200,-6755.45,3641.43,4855.12,4121.41,-2074.77,5063
multi_relation,0,0,91000,29,0,0,0,0,0.333333,0,1,0,12260.5,-7032.38,-4553.61,4940.66,-9673.84,-189.842,5200,-6495.28,3573.33,4878.98,3911.46,-2078.78,5065.25
multi_relation,0,0,91000,30,0,0,0,0,0.333333,0,1,0,11820.9,-6789.66,-4520.64,4945.56,-9453.94,-196.441,5200,-6234.13,3504.97,4873.58,3701.51,-2082.79,5067.5
multi_relation,0,0,91000,31,0,0,0,0,0.666667,0,1,0,11382.6,-6546.93,-4487.67,4950.46,-9234.04,-203.04,5200,-5973.95,3436.87,4897.45,3491.56,-2086.8,5069.75
multi_relation,0,0,91000,32,0,0,0,0,0.666667,0,1,0,10945.4,-6304.21,-4454.71,4955.36,-9014.13,-209.639,5200,-5712.8,3368.52,4892.05,3281.61,-2090.81,5072
multi_relation,0,0,91000,33,0,0,0,0,0.666667,0,1,0,10508.5,-6061.49,-4421.74,4960.26,-8794.23,-216.238,5200,-5456.51,3286.99,4915.91,3071.66,-2094.82,5074.25
multi_relation,0,0,91000,34,0,0,0,0,1,0,1,0,10072.9,-5818.77,-4388.77,4965.16,-8574.33,-222.837,5200,-5199.27,3205.15,4910.51,2861.71,-2098.83,5076.5
multi_relation,0,0,91000,35,0,0,0,0,1,0,1,0,9637.76,-5576.04,-4355.8,4970.06,-8354.43,-229.436,5200,-4947.57,3110.41,4934.38,2651.76,-2102.84,5078.75
multi_relation,0,0,91000,36,0,0,0,0,1,0,1,0,9204.2,-5333.32,-4322.83,4974.96,-8134.53,-236.035,5200,-4694.93,3015.32,4928.98,2441.81,-2106.85,5081
multi_relation,0,0,91000,37,0,0,0,0,1,0,1,0,8771.54,-5090.6,-4289.86,4979.86,-7914.63,-242.634,5200,-4448.49,2907.62,4952.84,2231.86,-2110.86,5083.25
multi_relation,0,0,91000,38,0,0,0,0,1,0,1,0,8340.74,-4847.88,-4256.9,4984.76,-7694.73,-249.233,5200,-4201.13,2799.52,4947.44,2021.92,-2114.87,5085.5
multi_relation,0,0,91000,39,0,0,0,0,1,0,1,0,7912.49,-4605.16,-4223.93,4989.66,-7474.83,-255.832,5200,-3954.69,2691.83,4971.31,1811.97,-2118.88,5087.75
multi_relation,0,0,91000,40,1,0,0,0,1,0,1,0,7486.9,-4362.43,-4190.96,4994.56,-7254.93,-262.431,5200,-3707.33,2583.73,4965.91,1602.02,-2122.89,5090
multi_relation,0,0,91000,41,1,0,0,0,1,0,0.333333,0.666667,7062.77,-4121.01,-4149.52,4999.46,-7035.03,-269.03,5200,-3466.83,2463.37,4989.77,1392.07,-2126.9,5092.25
multi_relation,0,0,91000,42,1,0,0,0,1,0,0.333333,1.33333,6642.01,-3881.75,-4099.77,4982.08,-6815.78,-275.609,5183.08,-3225.42,2342.56,4984.37,1182.12,-2130.91,5094.5
multi_relation,0,0,91000,43,1,0,0,0,1,0,0.333333,2,6223.08,-3643.82,-4041.54,4986.98,-6595.88,-282.208,5183.08,-2991.49,2209.86,5008.23,972.167,-2134.92,5096.75
multi_relation,0,0,91000,44,1,0,0,0,1,0,0.333333,2.66667,5808.65,-3409.47,-3975.42,5014.11,-6376.63,-288.788,5166.15,-2756.7,2076.67,5002.84,762.217,-2138.93,5099
multi_relation,0,0,91000,45,1,0,0,0,1,0.333333,0.333333,3.33333,5397.26,-3176.2,-3900.7,5019.01,-6156.72,-295.387,5166.15,-2529.98,1931.99,5026.7,552.267,-2142.94,5101.25
multi_relation,0,0,91000,46,1,0,0,0,1,0.333333,0.333333,4,4990.35,-2947.06,-3818.35,5046.15,-5937.48,-301.966,5149.23,-2310.28,1775.14,5021.3,342.318,-2146.95,5103.5
multi_relation,0,0,91000,47,1,0,0,0,1,0.333333,0.333333,4.66667,4588.15,-2719.58,-3727.49,5051.05,-5717.57,-308.565,5149.23,-2099.81,1607.71,5045.16,132.368,-2150.96,5105.75
multi_relation,0,0,91000,48,1,1,0,1,1,0.333333,0.333333,5.33333,4192.23,-2495.42,-3628.73,5055.95,-5498.32,-315.145,5132.31,-1897.58,1428.9,5039.76,-77.5817,-2154.97,5108
