path,artifact_group,expected_size_bytes,actual_size_bytes,expected_sha256,actual_sha256,status,notes
results/radius_interpolation_summary.csv,result,1592,1592,95fb426ca32cae969b91211226aa091a74f53596ed9e7ec503bcfa0436c40dc6,95fb426ca32cae969b91211226aa091a74f53596ed9e7ec503bcfa0436c40dc6,OK,verified
results/radius_interpolation_notes.md,result,1489,1489,66ed9d0c35137d1e4b0a353f90777782084176f84612b027c8aef9398161c9dc,66ed9d0c35137d1e4b0a353f90777782084176f84612b027c8aef9398161c9dc,OK,verified
results/latex_radius_interpolation_table.tex,result,877,877,d1dcf8753e6908fabca6eaf4c3f76c11d5ca18b124cf87735871f9bbf4e06fd7,d1dcf8753e6908fabca6eaf4c3f76c11d5ca18b124cf87735871f9bbf4e06fd7,OK,verified
results/latex_ablation_comm_table.tex,result,1557,1557,8440912a130a61d6754bd5a3225dac7a791fccc2a7897b73112a5a52745952e9,8440912a130a61d6754bd5a3225dac7a791fccc2a7897b73112a5a52745952e9,OK,verified
results/latex_speed_robustness_table.tex,result,1816,1816,10db0a766f57688696e6ae326619ade99240212fc3287aad69e540698682a1f5,10db0a766f57688696e6ae326619ade99240212fc3287aad69e540698682a1f5,OK,verified
results/latex_edge_feature_ablation_table.tex,result,1495,1495,768963c6aee3bc4b59f7654dcdfd68a415cf9f4258f89a83bae322908172a1db,768963c6aee3bc4b59f7654dcdfd68a415cf9f4258f89a83bae322908172a1db,OK,verified
results/latex_training_settings_table.tex,result,1577,1577,44a089cd105f0712bd6dbbae2e89c427af86992635418abadb39cd2f410019d3,44a089cd105f0712bd6dbbae2e89c427af86992635418abadb39cd2f410019d3,OK,verified
results/final_300_eval_notes.md,result,2303,2303,3a66c136fcb984db778058f28f1b012668ceed2165ddbdc28ed65f1d720bd959,3a66c136fcb984db778058f28f1b012668ceed2165ddbdc28ed65f1d720bd959,OK,verified
results/lag_graph_smoke_stats.csv,result,25511,25511,5411725f9917c78533e64de0675e8bf7d9be6a1e3fb2b7aefe0ed77463c164cc,5411725f9917c78533e64de0675e8bf7d9be6a1e3fb2b7aefe0ed77463c164cc,OK,verified
results/lag_jsbsim_migration_probe.csv,result,2928,2928,e0e99b828e77e6707f86a74a076a61477a264001f6c5eced27c31645623abbf9,e0e99b828e77e6707f86a74a076a61477a264001f6c5eced27c31645623abbf9,OK,verified
results/lag_role_graph_adapter_test.csv,result,853,853,5a0e58aa98f27c99133597c656deadee589735ffab557ac7d76113b4f5c549f8,5a0e58aa98f27c99133597c656deadee589735ffab557ac7d76113b4f5c549f8,OK,verified
results/lag_role_graph_wrapper_test.csv,result,389,389,bd4299bcc6d2c20484d9b64bf2e6d6ca551e73206dfb7a8c52183df648ca8e4e,bd4299bcc6d2c20484d9b64bf2e6d6ca551e73206dfb7a8c52183df648ca8e4e,OK,verified
results/intercept_3d_smoke_test.csv,result,1172,1172,d731731680a3ce34b10fa7eac0f6dc642b8025cba03f481bf6912ca9cd515e7a,d731731680a3ce34b10fa7eac0f6dc642b8025cba03f481bf6912ca9cd515e7a,OK,verified
results/intercept_3d_policy_eval.csv,result,3196,3196,0f567644e64a7141c12869b7102076e1faaf99792cdc9eed9c6501a33f48f1e1,0f567644e64a7141c12869b7102076e1faaf99792cdc9eed9c6501a33f48f1e1,OK,verified
